id_fact,id_tiempo,id_pais,id_ciudad,id_red,id_equipo,sentimiento,hashtag,interacciones,alcance,compartidos,respuestas,ratio_compartidos
747,266,12,25,1,12,Positivo,#Mundial2026,723,6301,129,91,0.1784
748,102,15,32,2,20,Positivo,#VamosSeleccion,213,1729,49,29,0.23
749,359,12,26,4,19,Positivo,#RumboAlMundial,415,4186,97,73,0.2337
750,10,10,22,2,6,Neutro,#Campeones,30,427,3,4,0.1
751,262,13,27,2,10,Positivo,#VamosSeleccion,259,2225,26,31,0.1004
752,22,5,11,1,9,Positivo,#RumboAlMundial,10,90,1,0,0.1
753,303,13,28,2,1,Negativo,#FanaticoDelFutbol,128,1210,17,6,0.1328
754,210,9,19,1,17,Neutro,#GoleoElEquipo,110,1378,25,7,0.2273
755,53,13,27,2,11,Positivo,#VamosSeleccion,40,435,3,4,0.075
756,260,5,11,1,18,Positivo,#FanaticoDelFutbol,174,1962,26,27,0.1494
757,21,4,9,3,15,Positivo,#VamosSeleccion,451,6607,62,70,0.1375
758,253,2,5,3,3,Neutro,#RumboAlMundial,338,3850,79,39,0.2337
759,266,4,10,1,15,Negativo,#FanaticoDelFutbol,454,4661,67,56,0.1476
760,133,12,26,1,15,Neutro,#GoleoElEquipo,613,6173,34,98,0.0555
761,223,7,16,1,5,Neutro,#Mundial2026,226,2630,27,35,0.1195
762,167,7,14,3,4,Positivo,#Mundial2026,199,2091,28,10,0.1407
763,176,11,23,5,14,Negativo,#FanaticoDelFutbol,2094,20576,162,346,0.0774
764,4,12,25,1,19,Neutro,#FanaticoDelFutbol,264,3780,46,30,0.1742
765,96,5,11,2,17,Neutro,#Campeones,315,4290,42,40,0.1333
766,22,11,23,4,10,Positivo,#FutbolTotal,17,147,4,2,0.2353
767,70,15,31,4,2,Positivo,#Mundial2026,142,1446,22,4,0.1549
768,76,4,10,1,17,Positivo,#RumboAlMundial,272,2552,32,28,0.1176
769,122,9,20,1,8,Neutro,#FanaticoDelFutbol,52,721,10,4,0.1923
770,204,5,12,2,10,Neutro,#Mundial2026,266,3026,45,42,0.1692
771,216,12,25,3,18,Neutro,#Mundial2026,184,1525,23,27,0.125
772,156,1,3,1,3,Positivo,#FutbolTotal,475,4342,79,34,0.1663
773,53,5,11,4,10,Neutro,#Mundial2026,241,3138,15,15,0.0622
774,278,1,2,1,1,Positivo,#GoleoElEquipo,74,618,5,10,0.0676
775,281,9,19,3,20,Positivo,#VamosSeleccion,76,1048,4,12,0.0526
776,315,4,9,2,1,Neutro,#Mundial2026,197,2501,16,35,0.0812
777,180,5,11,4,18,Negativo,#RumboAlMundial,472,6946,75,26,0.1589
778,102,9,19,1,7,Neutro,#GoleoElEquipo,762,11256,150,129,0.1969
779,266,1,1,2,2,Negativo,#GoleoElEquipo,35,377,8,2,0.2286
780,273,5,12,2,3,Neutro,#RumboAlMundial,542,6979,64,78,0.1181
781,113,10,22,4,15,Neutro,#GoleoElEquipo,220,2273,25,9,0.1136
782,217,4,10,5,16,Positivo,#RumboAlMundial,694,9157,119,45,0.1715
783,147,13,27,2,9,Positivo,#RumboAlMundial,277,3069,25,7,0.0903
784,290,1,3,2,1,Positivo,#Mundial2026,53,725,3,4,0.0566
785,336,5,11,5,16,Negativo,#RumboAlMundial,496,4143,57,60,0.1149
786,282,8,17,2,20,Neutro,#RumboAlMundial,327,4545,74,19,0.2263
787,190,4,10,4,4,Negativo,#FanaticoDelFutbol,54,797,4,9,0.0741
788,150,13,28,5,6,Positivo,#RumboAlMundial,60,776,4,9,0.0667
789,64,7,15,3,5,Positivo,#Mundial2026,476,6784,95,55,0.1996
790,204,9,19,2,7,Positivo,#FutbolTotal,244,2967,45,29,0.1844
791,12,4,9,1,15,Neutro,#RumboAlMundial,556,6219,97,69,0.1745
792,119,7,15,1,5,Positivo,#FutbolTotal,331,4133,28,33,0.0846
793,181,12,25,1,19,Negativo,#FutbolTotal,94,1148,9,16,0.0957
794,197,9,19,3,7,Negativo,#VamosSeleccion,68,657,15,5,0.2206
795,79,1,1,1,2,Neutro,#DiaDePartido,1625,15854,224,108,0.1378
796,124,7,15,5,18,Neutro,#VamosSeleccion,84,1064,9,2,0.1071
797,7,4,9,2,19,Positivo,#Mundial2026,310,3059,42,52,0.1355
798,143,6,13,2,2,Positivo,#VamosSeleccion,544,7891,43,90,0.079
799,159,1,3,1,2,Negativo,#Mundial2026,327,2676,45,43,0.1376
800,106,5,11,5,17,Negativo,#VamosSeleccion,174,1926,14,23,0.0805
801,223,14,29,5,3,Positivo,#DiaDePartido,227,1936,45,12,0.1982
802,153,8,17,3,5,Negativo,#GoleoElEquipo,253,3680,16,37,0.0632
803,157,2,5,4,11,Positivo,#VamosSeleccion,115,1709,23,18,0.2
804,211,11,23,4,17,Neutro,#VamosSeleccion,40,497,5,1,0.125
805,49,1,3,4,1,Neutro,#VamosSeleccion,251,3355,59,41,0.2351
806,84,7,14,4,6,Positivo,#Mundial2026,17,162,3,1,0.1765
807,258,4,10,4,1,Positivo,#FutbolTotal,256,2555,62,24,0.2422
808,120,5,11,4,17,Negativo,#RumboAlMundial,253,3465,22,28,0.087
809,230,11,23,4,11,Positivo,#GoleoElEquipo,2858,24391,363,505,0.127
810,104,9,19,5,9,Positivo,#RumboAlMundial,191,2733,15,30,0.0785
811,113,1,2,5,1,Neutro,#Mundial2026,175,2288,35,13,0.2
812,266,14,29,5,20,Negativo,#RumboAlMundial,224,2910,44,25,0.1964
813,190,5,11,2,17,Positivo,#FutbolTotal,52,709,6,5,0.1154
814,210,4,9,5,16,Neutro,#FanaticoDelFutbol,432,5272,102,27,0.2361
815,314,9,20,2,13,Neutro,#FutbolTotal,139,1349,16,5,0.1151
816,276,10,22,1,13,Negativo,#Campeones,191,2210,33,22,0.1728
817,290,4,10,5,16,Positivo,#DiaDePartido,328,4527,16,39,0.0488
818,125,6,13,1,6,Positivo,#FanaticoDelFutbol,140,1728,7,7,0.05
819,274,9,19,5,19,Positivo,#RumboAlMundial,91,1053,8,5,0.0879
820,142,3,7,2,10,Positivo,#FutbolTotal,43,528,5,6,0.1163
821,78,5,12,2,17,Positivo,#Campeones,476,4741,95,42,0.1996
822,321,8,17,5,14,Negativo,#Mundial2026,989,9555,78,157,0.0789
823,225,8,17,1,11,Neutro,#FutbolTotal,53,705,8,3,0.1509
824,231,5,12,1,17,Positivo,#FutbolTotal,125,1042,16,12,0.128
825,259,2,6,5,7,Neutro,#GoleoElEquipo,98,1429,21,11,0.2143
826,183,4,10,3,15,Neutro,#RumboAlMundial,223,3205,54,15,0.2422
827,84,15,31,2,5,Neutro,#Mundial2026,197,2939,11,20,0.0558
828,133,4,10,4,16,Positivo,#DiaDePartido,178,2623,10,8,0.0562
829,99,1,3,1,5,Positivo,#RumboAlMundial,543,5674,110,34,0.2026
830,253,6,13,3,2,Positivo,#RumboAlMundial,95,942,8,2,0.0842
831,67,9,20,2,5,Neutro,#VamosSeleccion,1327,11496,123,89,0.0927
832,244,5,11,1,17,Positivo,#Campeones,1103,12140,263,115,0.2384
833,330,10,21,2,12,Neutro,#VamosSeleccion,125,1469,7,11,0.056
834,84,4,9,2,16,Negativo,#VamosSeleccion,438,4274,32,43,0.0731
835,148,9,20,1,10,Positivo,#GoleoElEquipo,441,6076,86,26,0.195
836,103,7,16,2,5,Positivo,#Campeones,31,409,3,5,0.0968
837,314,2,4,5,18,Positivo,#VamosSeleccion,218,2443,21,38,0.0963
838,125,4,9,2,15,Neutro,#VamosSeleccion,324,2842,23,37,0.071
839,272,15,32,1,20,Neutro,#DiaDePartido,289,3736,16,19,0.0554
840,97,9,19,1,7,Neutro,#RumboAlMundial,270,3245,32,15,0.1185
841,42,6,13,4,9,Positivo,#Campeones,546,7799,56,49,0.1026
842,258,7,14,2,5,Positivo,#FutbolTotal,43,425,9,2,0.2093
843,75,15,32,4,11,Positivo,#GoleoElEquipo,85,819,17,5,0.2
844,9,9,20,5,8,Negativo,#Mundial2026,219,1793,30,38,0.137
845,266,1,2,3,3,Positivo,#FutbolTotal,23,216,4,2,0.1739
846,4,5,11,2,6,Positivo,#VamosSeleccion,3444,41412,326,402,0.0947
847,95,5,11,1,11,Negativo,#VamosSeleccion,610,8151,141,97,0.2311
848,47,11,23,2,10,Positivo,#VamosSeleccion,121,1286,9,13,0.0744
849,354,5,12,1,6,Neutro,#Campeones,603,5493,117,27,0.194
850,25,7,14,1,4,Positivo,#FutbolTotal,715,5748,101,82,0.1413
851,349,10,21,3,13,Positivo,#FutbolTotal,365,3523,90,23,0.2466
852,247,4,9,4,15,Positivo,#FutbolTotal,187,2443,45,28,0.2406
853,194,1,2,2,17,Positivo,#Mundial2026,23,323,3,2,0.1304
854,151,4,10,1,3,Negativo,#VamosSeleccion,360,5200,43,61,0.1194
855,20,13,28,5,6,Positivo,#Campeones,208,2294,27,31,0.1298
856,301,4,9,2,16,Positivo,#FutbolTotal,92,1111,21,13,0.2283
857,43,3,8,2,7,Neutro,#Mundial2026,567,7565,137,32,0.2416
858,117,12,26,4,19,Neutro,#Mundial2026,43,494,5,2,0.1163
859,218,13,28,2,7,Neutro,#FanaticoDelFutbol,299,4308,66,29,0.2207
860,221,1,1,5,2,Neutro,#GoleoElEquipo,121,1186,9,17,0.0744
861,172,1,2,1,3,Neutro,#GoleoElEquipo,240,3090,46,21,0.1917
862,15,15,32,4,2,Positivo,#VamosSeleccion,234,3174,18,38,0.0769
863,111,7,16,2,6,Negativo,#FanaticoDelFutbol,144,1899,16,9,0.1111
864,197,5,11,2,17,Neutro,#Mundial2026,1067,15335,85,127,0.0797
865,255,1,2,5,8,Neutro,#FanaticoDelFutbol,138,1204,19,2,0.1377
866,145,9,20,5,8,Neutro,#Mundial2026,1569,19231,120,225,0.0765
867,315,8,17,1,14,Negativo,#VamosSeleccion,198,2154,10,19,0.0505
868,171,5,11,2,17,Neutro,#GoleoElEquipo,34,394,4,4,0.1176
869,350,7,16,5,5,Positivo,#Campeones,54,704,7,5,0.1296
870,224,5,11,4,8,Negativo,#Mundial2026,791,10562,90,132,0.1138
871,336,3,7,1,16,Neutro,#VamosSeleccion,386,5582,65,66,0.1684
872,293,14,29,1,13,Positivo,#GoleoElEquipo,201,1958,20,16,0.0995
873,14,13,28,1,11,Neutro,#FutbolTotal,118,1608,25,13,0.2119
874,58,9,19,5,8,Negativo,#Mundial2026,113,1364,21,3,0.1858
875,364,7,14,2,9,Positivo,#GoleoElEquipo,231,2236,30,40,0.1299
876,137,5,12,5,17,Negativo,#FutbolTotal,14,113,1,2,0.0714
877,27,13,28,2,10,Positivo,#FanaticoDelFutbol,451,5959,110,60,0.2439
878,28,11,23,1,11,Positivo,#VamosSeleccion,256,2081,62,41,0.2422
879,218,7,14,1,13,Negativo,#GoleoElEquipo,121,1062,20,15,0.1653
880,355,1,1,5,10,Negativo,#GoleoElEquipo,824,8536,172,23,0.2087
881,167,3,7,1,20,Positivo,#Mundial2026,110,1126,7,15,0.0636
882,272,7,15,1,6,Positivo,#Mundial2026,196,1965,24,5,0.1224
883,233,7,15,5,4,Negativo,#FutbolTotal,167,1376,36,5,0.2156
884,217,2,6,5,6,Positivo,#Mundial2026,871,10075,126,26,0.1447
885,171,9,20,1,7,Negativo,#FutbolTotal,153,2130,37,9,0.2418
886,117,1,1,5,3,Positivo,#VamosSeleccion,121,1791,9,18,0.0744
887,167,15,31,5,20,Negativo,#DiaDePartido,64,771,7,10,0.1094
888,62,15,31,2,20,Neutro,#VamosSeleccion,79,716,18,4,0.2278
889,99,4,10,4,16,Negativo,#Mundial2026,83,1155,12,7,0.1446
890,162,7,14,4,7,Neutro,#VamosSeleccion,258,3655,40,8,0.155
891,54,15,31,1,13,Positivo,#FutbolTotal,775,7201,43,36,0.0555
892,74,4,10,2,2,Positivo,#FutbolTotal,289,3830,63,25,0.218
893,202,15,32,5,20,Negativo,#VamosSeleccion,126,1436,30,5,0.2381
894,85,9,19,1,9,Neutro,#DiaDePartido,139,1855,29,15,0.2086
895,111,9,20,5,20,Negativo,#FanaticoDelFutbol,291,2551,45,43,0.1546
896,190,5,12,1,18,Negativo,#DiaDePartido,1630,16934,258,171,0.1583
897,208,1,2,1,3,Negativo,#Campeones,104,1186,25,7,0.2404
898,304,3,7,3,5,Positivo,#FanaticoDelFutbol,502,5271,107,85,0.2131
899,43,3,7,1,3,Neutro,#FutbolTotal,45,423,5,6,0.1111
900,349,12,26,2,8,Negativo,#FutbolTotal,20,209,2,0,0.1
901,62,7,15,5,6,Positivo,#FutbolTotal,72,653,5,2,0.0694
902,48,2,6,1,19,Negativo,#GoleoElEquipo,138,1735,24,15,0.1739
903,13,4,9,2,11,Positivo,#DiaDePartido,917,11130,107,120,0.1167
904,159,5,12,1,18,Positivo,#DiaDePartido,90,738,16,11,0.1778
905,327,5,11,2,17,Negativo,#RumboAlMundial,245,3163,28,34,0.1143
906,291,13,28,4,4,Positivo,#Mundial2026,191,1828,14,25,0.0733
907,71,6,13,4,2,Positivo,#GoleoElEquipo,203,2936,29,34,0.1429
908,35,6,13,2,5,Positivo,#Campeones,319,4502,57,24,0.1787
909,336,2,5,2,15,Neutro,#FutbolTotal,301,2418,47,26,0.1561
910,48,4,9,2,13,Positivo,#VamosSeleccion,85,896,8,5,0.0941
911,55,1,2,3,18,Negativo,#VamosSeleccion,233,3048,46,24,0.1974
912,29,14,30,2,16,Neutro,#GoleoElEquipo,798,6989,62,68,0.0777
913,232,14,29,2,18,Neutro,#FutbolTotal,19,187,2,2,0.1053
914,181,7,16,1,6,Positivo,#Campeones,335,4453,65,52,0.194
915,33,1,3,2,3,Neutro,#RumboAlMundial,225,2063,16,19,0.0711
916,120,5,11,2,18,Positivo,#FutbolTotal,119,1416,7,15,0.0588
917,155,9,20,1,19,Positivo,#RumboAlMundial,1482,15653,113,179,0.0762
918,358,9,19,4,8,Neutro,#Mundial2026,35,305,6,4,0.1714
919,110,2,6,5,14,Negativo,#VamosSeleccion,82,1196,14,9,0.1707
920,74,9,19,2,10,Positivo,#FutbolTotal,427,5452,59,13,0.1382
921,144,1,1,1,15,Negativo,#FutbolTotal,22,255,2,0,0.0909
922,294,6,13,1,12,Positivo,#GoleoElEquipo,240,2656,15,38,0.0625
923,343,11,23,1,11,Neutro,#FutbolTotal,93,820,17,16,0.1828
924,264,6,13,2,20,Positivo,#VamosSeleccion,551,5272,42,28,0.0762
925,160,7,14,4,6,Negativo,#DiaDePartido,42,504,3,7,0.0714
926,64,1,2,3,6,Negativo,#FanaticoDelFutbol,358,4973,39,46,0.1089
927,301,9,19,4,9,Negativo,#GoleoElEquipo,427,5389,87,21,0.2037
928,25,4,10,4,16,Positivo,#GoleoElEquipo,381,4418,54,49,0.1417
929,236,1,3,2,2,Negativo,#GoleoElEquipo,109,1037,18,5,0.1651
930,149,1,2,5,13,Negativo,#Mundial2026,427,3548,53,25,0.1241
931,279,4,10,1,16,Negativo,#DiaDePartido,70,915,15,3,0.2143
932,350,1,3,1,3,Positivo,#Campeones,415,3991,89,37,0.2145
933,239,13,27,3,7,Neutro,#Mundial2026,313,2954,16,39,0.0511
934,33,4,10,5,16,Positivo,#DiaDePartido,121,1261,24,10,0.1983
935,325,7,15,3,4,Positivo,#FanaticoDelFutbol,249,3714,62,26,0.249
936,302,9,19,3,13,Positivo,#VamosSeleccion,204,2410,34,36,0.1667
937,165,8,18,5,2,Neutro,#FutbolTotal,94,1107,6,15,0.0638
938,99,4,10,1,16,Negativo,#Mundial2026,35,325,2,2,0.0571
939,221,11,23,4,7,Positivo,#GoleoElEquipo,240,2307,37,30,0.1542
940,267,13,27,1,14,Positivo,#Mundial2026,94,782,20,10,0.2128
941,213,13,27,2,3,Neutro,#FutbolTotal,45,661,5,2,0.1111
942,239,14,30,4,8,Neutro,#GoleoElEquipo,489,4562,82,81,0.1677
943,106,9,19,5,8,Neutro,#Mundial2026,191,2118,40,28,0.2094
944,56,11,24,1,20,Positivo,#GoleoElEquipo,545,6984,122,17,0.2239
945,350,5,12,3,7,Positivo,#FutbolTotal,401,4372,69,25,0.1721
946,21,4,9,2,3,Negativo,#VamosSeleccion,67,947,9,3,0.1343
947,225,2,6,1,6,Negativo,#GoleoElEquipo,638,9531,87,38,0.1364
948,232,4,10,2,15,Neutro,#FutbolTotal,190,2255,39,18,0.2053
949,360,7,14,4,4,Neutro,#Mundial2026,81,1113,7,12,0.0864
950,91,7,15,1,4,Neutro,#VamosSeleccion,43,451,2,3,0.0465
951,82,2,5,1,12,Neutro,#FanaticoDelFutbol,250,3569,32,34,0.128
952,242,9,19,2,7,Positivo,#RumboAlMundial,59,510,10,5,0.1695
953,191,4,9,5,16,Negativo,#Mundial2026,566,8320,93,81,0.1643
954,15,6,13,4,20,Positivo,#RumboAlMundial,293,2797,56,47,0.1911
955,295,13,27,5,15,Negativo,#FutbolTotal,30,396,2,3,0.0667
956,232,2,5,5,9,Negativo,#GoleoElEquipo,426,3787,42,50,0.0986
957,336,7,15,4,5,Positivo,#FanaticoDelFutbol,1556,17439,192,82,0.1234
958,239,4,9,2,15,Positivo,#FutbolTotal,38,436,8,5,0.2105
959,312,8,17,4,12,Neutro,#RumboAlMundial,265,2805,43,35,0.1623
960,212,7,15,2,5,Positivo,#GoleoElEquipo,523,4998,121,41,0.2314
961,298,1,1,3,1,Negativo,#VamosSeleccion,1200,15178,161,159,0.1342
962,169,9,20,2,16,Neutro,#FanaticoDelFutbol,79,700,17,8,0.2152
963,176,9,19,5,18,Positivo,#GoleoElEquipo,22,282,3,2,0.1364
964,245,14,30,5,8,Positivo,#Campeones,113,1115,12,18,0.1062
965,183,1,3,1,5,Negativo,#Mundial2026,412,4796,96,24,0.233
966,122,4,10,4,14,Negativo,#Mundial2026,166,1532,26,11,0.1566
967,51,3,7,2,2,Neutro,#DiaDePartido,417,5205,49,29,0.1175
968,317,7,16,1,6,Positivo,#Mundial2026,79,1010,8,9,0.1013
969,172,4,9,1,1,Positivo,#DiaDePartido,296,3899,69,18,0.2331
970,58,4,9,2,16,Negativo,#FutbolTotal,205,2887,47,33,0.2293
971,294,5,11,5,17,Positivo,#GoleoElEquipo,20,285,2,2,0.1
972,49,5,11,4,18,Positivo,#DiaDePartido,220,3080,11,29,0.05
973,318,7,16,3,6,Negativo,#VamosSeleccion,183,2091,40,27,0.2186
974,105,1,3,1,3,Neutro,#Mundial2026,58,787,12,1,0.2069
975,301,5,11,1,18,Positivo,#Mundial2026,235,2750,50,21,0.2128
976,202,4,10,5,18,Neutro,#RumboAlMundial,1007,11280,213,121,0.2115
977,228,6,13,2,2,Positivo,#DiaDePartido,290,3850,70,49,0.2414
978,255,9,19,1,2,Positivo,#VamosSeleccion,1531,12998,332,248,0.2169
979,176,5,12,3,17,Neutro,#VamosSeleccion,141,1491,7,10,0.0496
980,147,13,28,1,2,Negativo,#DiaDePartido,51,637,4,2,0.0784
981,358,1,3,4,3,Positivo,#Mundial2026,977,13640,121,29,0.1238
982,109,9,20,3,7,Neutro,#GoleoElEquipo,87,706,9,2,0.1034
983,259,7,16,1,6,Negativo,#RumboAlMundial,104,1260,6,16,0.0577
984,350,5,12,1,18,Negativo,#Mundial2026,296,2586,34,17,0.1149
985,59,15,32,5,20,Neutro,#VamosSeleccion,110,1472,23,15,0.2091
986,334,6,13,2,18,Positivo,#Mundial2026,141,1725,19,14,0.1348
987,110,8,18,1,14,Neutro,#GoleoElEquipo,255,2286,52,5,0.2039
988,332,9,19,4,8,Positivo,#FutbolTotal,282,3121,64,23,0.227
989,200,3,8,2,17,Neutro,#Mundial2026,202,2212,17,11,0.0842
990,14,14,30,1,1,Negativo,#FutbolTotal,164,2152,25,14,0.1524
991,7,10,21,2,12,Positivo,#Mundial2026,211,3152,15,28,0.0711
992,318,4,10,2,15,Neutro,#FanaticoDelFutbol,668,7963,164,91,0.2455
993,218,3,8,1,14,Negativo,#FutbolTotal,315,2829,30,13,0.0952
994,253,3,8,2,3,Neutro,#VamosSeleccion,510,6791,61,80,0.1196
995,77,4,10,2,7,Positivo,#Mundial2026,1123,16563,104,34,0.0926
996,235,8,18,2,9,Positivo,#Mundial2026,169,2407,29,23,0.1716
997,259,4,9,1,16,Negativo,#GoleoElEquipo,148,1889,33,25,0.223
998,238,1,3,5,14,Neutro,#GoleoElEquipo,129,1138,21,4,0.1628
999,293,8,18,1,14,Positivo,#FanaticoDelFutbol,69,692,14,9,0.2029
1000,63,1,1,3,2,Negativo,#VamosSeleccion,894,8543,65,70,0.0727
1001,280,4,10,4,15,Positivo,#Mundial2026,54,560,3,5,0.0556
1002,346,12,25,2,8,Positivo,#VamosSeleccion,777,10876,57,81,0.0734
1003,355,5,11,1,18,Neutro,#Mundial2026,439,6467,81,30,0.1845
1004,76,4,10,2,16,Negativo,#DiaDePartido,43,491,7,6,0.1628
1005,245,4,10,5,15,Positivo,#VamosSeleccion,201,2208,14,18,0.0697
1006,14,13,28,5,17,Negativo,#VamosSeleccion,226,3063,39,28,0.1726
1007,23,4,9,5,16,Positivo,#FanaticoDelFutbol,105,969,24,8,0.2286
1008,37,4,9,5,15,Neutro,#Mundial2026,196,1964,26,34,0.1327
1009,264,8,17,2,14,Neutro,#RumboAlMundial,1214,11468,84,206,0.0692
1010,274,5,12,2,8,Positivo,#VamosSeleccion,712,10412,68,48,0.0955
1011,34,7,14,5,18,Positivo,#Campeones,47,646,4,2,0.0851
1012,196,5,11,5,19,Positivo,#Campeones,204,1898,23,14,0.1127
1013,106,11,24,1,11,Positivo,#VamosSeleccion,1044,9922,212,95,0.2031
1014,307,7,16,2,5,Positivo,#VamosSeleccion,29,406,5,0,0.1724
1015,298,3,7,2,9,Positivo,#VamosSeleccion,1051,11396,108,140,0.1028
1016,52,5,11,2,17,Positivo,#Mundial2026,58,545,12,2,0.2069
1017,361,14,29,2,9,Neutro,#Mundial2026,11,160,2,1,0.1818
1018,147,8,18,2,14,Positivo,#Mundial2026,934,9828,208,110,0.2227
1019,171,3,7,1,4,Neutro,#RumboAlMundial,510,6050,61,87,0.1196
1020,80,7,14,1,2,Positivo,#Mundial2026,65,688,9,1,0.1385
1021,139,9,19,4,7,Neutro,#FutbolTotal,1406,16890,93,244,0.0661
1022,361,1,1,5,15,Negativo,#GoleoElEquipo,124,1848,24,20,0.1935
1023,319,3,7,5,17,Positivo,#Mundial2026,120,1344,15,20,0.125
1024,40,1,2,4,2,Neutro,#VamosSeleccion,222,2179,24,7,0.1081
1025,34,15,31,2,20,Positivo,#GoleoElEquipo,184,2603,37,15,0.2011
1026,119,3,7,1,4,Positivo,#FanaticoDelFutbol,1072,9611,151,49,0.1409
1027,171,2,6,1,12,Negativo,#Mundial2026,664,9086,120,52,0.1807
1028,337,7,15,2,4,Positivo,#GoleoElEquipo,109,953,24,9,0.2202
1029,255,1,2,1,2,Negativo,#RumboAlMundial,185,2312,34,13,0.1838
1030,225,1,3,3,2,Neutro,#RumboAlMundial,317,3204,68,38,0.2145
1031,315,12,25,2,19,Negativo,#FanaticoDelFutbol,133,1113,31,23,0.2331
1032,10,12,25,5,19,Positivo,#Campeones,131,1856,23,20,0.1756
1033,189,5,11,1,8,Positivo,#VamosSeleccion,613,8406,112,73,0.1827
1034,117,9,20,3,7,Negativo,#Mundial2026,427,5054,29,72,0.0679
1035,308,3,8,4,3,Negativo,#VamosSeleccion,154,1296,22,5,0.1429
1036,109,13,28,1,4,Negativo,#DiaDePartido,264,3256,65,31,0.2462
1037,165,9,19,5,2,Neutro,#DiaDePartido,162,2214,24,6,0.1481
1038,35,13,27,1,11,Neutro,#RumboAlMundial,77,816,9,2,0.1169
1039,242,7,16,4,5,Negativo,#Mundial2026,52,525,9,1,0.1731
1040,15,6,13,2,4,Neutro,#Mundial2026,133,1304,16,7,0.1203
1041,80,4,9,1,16,Positivo,#GoleoElEquipo,127,1815,7,7,0.0551
1042,274,9,19,5,8,Negativo,#FutbolTotal,765,10090,148,17,0.1935
1043,100,1,3,2,9,Neutro,#GoleoElEquipo,499,6418,121,58,0.2425
1044,299,9,20,5,8,Neutro,#Campeones,2613,26815,583,290,0.2231
1045,63,13,27,1,7,Neutro,#Campeones,359,3130,20,56,0.0557
1046,29,7,14,1,14,Positivo,#Mundial2026,253,3172,32,7,0.1265
1047,102,9,20,5,17,Negativo,#VamosSeleccion,700,8533,39,49,0.0557
1048,287,3,8,2,20,Neutro,#FanaticoDelFutbol,276,2453,19,18,0.0688
1049,44,4,10,4,16,Positivo,#Campeones,92,906,8,14,0.087
1050,148,5,11,3,3,Neutro,#GoleoElEquipo,30,434,1,3,0.0333
1051,239,4,9,5,15,Negativo,#Campeones,675,5534,35,52,0.0519
1052,160,9,19,1,9,Neutro,#GoleoElEquipo,271,3975,35,46,0.1292
1053,336,9,19,1,9,Negativo,#Mundial2026,183,2714,10,29,0.0546
1054,308,1,1,5,1,Neutro,#VamosSeleccion,376,4203,85,61,0.2261
1055,160,9,19,5,8,Positivo,#FutbolTotal,815,6758,202,86,0.2479
1056,317,7,16,5,15,Neutro,#VamosSeleccion,91,763,15,13,0.1648
1057,218,8,17,3,5,Negativo,#VamosSeleccion,357,4995,68,42,0.1905
1058,141,9,20,1,9,Positivo,#VamosSeleccion,26,264,2,2,0.0769
1059,309,1,1,1,2,Neutro,#FutbolTotal,36,454,5,2,0.1389
1060,287,7,14,1,5,Negativo,#Mundial2026,1010,15029,130,90,0.1287
1061,199,1,3,2,13,Neutro,#RumboAlMundial,1686,18215,282,84,0.1673
1062,179,3,8,2,3,Positivo,#VamosSeleccion,395,3334,61,46,0.1544
1063,344,15,32,5,11,Neutro,#Mundial2026,160,2361,31,7,0.1938
1064,126,3,8,2,4,Negativo,#Mundial2026,88,810,13,12,0.1477
1065,236,14,29,1,1,Positivo,#Mundial2026,89,1056,13,11,0.1461
1066,79,1,1,4,1,Neutro,#Campeones,54,434,10,9,0.1852
1067,54,1,3,1,2,Positivo,#RumboAlMundial,31,395,7,4,0.2258
1068,266,5,12,2,17,Negativo,#RumboAlMundial,91,1334,12,3,0.1319
1069,201,7,14,1,6,Neutro,#RumboAlMundial,326,4285,43,31,0.1319
1070,109,5,11,1,9,Positivo,#FutbolTotal,54,560,3,1,0.0556
1071,52,11,23,3,10,Negativo,#RumboAlMundial,63,567,13,3,0.2063
1072,307,7,14,1,6,Positivo,#GoleoElEquipo,174,1654,41,15,0.2356
1073,120,8,17,1,5,Neutro,#RumboAlMundial,322,4342,45,18,0.1398
1074,204,9,20,3,2,Negativo,#Campeones,399,4658,57,71,0.1429
1075,118,4,9,2,5,Neutro,#GoleoElEquipo,1826,23245,222,215,0.1216
1076,64,9,19,2,9,Neutro,#Mundial2026,133,1123,12,13,0.0902
1077,118,1,3,2,13,Negativo,#VamosSeleccion,66,819,9,7,0.1364
1078,358,11,24,3,11,Neutro,#Mundial2026,2423,35842,416,207,0.1717
1079,252,4,10,2,19,Negativo,#RumboAlMundial,306,3474,72,21,0.2353
1080,35,7,14,5,8,Negativo,#Mundial2026,74,686,9,5,0.1216
1081,56,3,7,2,8,Positivo,#FutbolTotal,150,2038,18,18,0.12
1082,85,4,9,2,15,Positivo,#GoleoElEquipo,192,2071,22,17,0.1146
1083,77,1,3,4,1,Positivo,#FanaticoDelFutbol,158,2208,17,12,0.1076
1084,251,8,17,2,14,Negativo,#GoleoElEquipo,194,1684,16,22,0.0825
1085,229,12,25,5,19,Negativo,#FanaticoDelFutbol,595,7276,62,49,0.1042
1086,29,4,9,1,15,Negativo,#Mundial2026,396,3718,23,64,0.0581
1087,32,6,13,2,8,Negativo,#GoleoElEquipo,102,966,23,15,0.2255
1088,257,9,19,2,4,Positivo,#VamosSeleccion,240,2519,31,20,0.1292
1089,46,3,7,5,13,Neutro,#Mundial2026,45,657,3,4,0.0667
